entity,category1,category2,percent1,percent2,sentence,entity_start,entity_end
raadi,LOC,ORG,75,25,Tartu on nihkumas Raadi suunas .,18,23
raadi,LOC,ORG,75,25,"Asjal olnuks jumet siis , kui Raadi oleks kohe pärast sõdurite lahkumist kujundatud tsiviillennuväljaks .",30,35
raadi,LOC,ORG,75,25,"Üks vihasemaid Raadi lennujaama vastu võitlejaid on akadeemik Anto Raukas , kelle isale kuulus Raadil 25 hektarit talumaad .",95,101
raadi,LOC,ORG,75,25,"“ Meil kulub raja ühekordseks puhastamiseks 400-500 krooni , Raadil 2000-3000 krooni .",61,67
raadi,LOC,ORG,75,25,"Rein Mark kardab , et kui Raadi lennujaamale tänavu riigieelarvest eraldatud 10 miljonile kroonile järgnevail aastail lisa ei tule , pole Tartus lõpuks ühtki lennujaama .",26,31
raadi,LOC,ORG,75,25,"“ Ma ei tahaks kommenteerida teede- ja sideministeeriumi tegevust Raadi finantseerimisel , kuid on tekkinud arusaamatused ja seega pole me saanud sellest rahast sentigi sihipäraselt kasutada , ” märgib Reinson .",66,71
raadi,LOC,ORG,75,25,"“ Nad saavad selle raha juba lähiajal , ” teab Mati Meos ja lisab , et 4,5 miljonit on praegu suunatud Ülenurme lennujaama kaudu Raadi lennujaamale .",129,134
raadi,LOC,ORG,75,25,"Eelnevad põhjalikud uuringud , nii ka Raadi puhul .",38,43
raadi,LOC,ORG,75,25,17. aprillil lehvisid sinimustvalged lipud nii Tartus kui ka Raadi sõjaväeosas .,61,66
raadi,LOC,ORG,75,25,"Linnaplaneerijad otsivad praegu sobivaid asukohti , Raadi pole ainuke võimalus , ” ütles eile Tartu linnapea Tõnis Lukas .",52,57
raadi,LOC,ORG,75,25,"Marko Raadi mängufilmi "" Agent Sinikael "" võttepäev Tallinnas Pegasuse kohvikus peaks algama kell neli .",6,11
raadi,LOC,ORG,75,25,"“ Üldplaneeringu lähteülesanne tuleneb kindlast stsenaariumist , et osa senisest lennuvälja alast jääb lennunduse kätte ka edaspidi , ” rõhutab ASi Tartu Raadi Lennujaam direktor Andrus Kilgi .",154,159
raadi,LOC,ORG,75,25,"ASi Tartu Raadi Lennujaam haldusdirektori Andrus Reinsoni sõnul on mürauuring arvutuslikult tehtud , teste küll mitte .",10,15
raadi,LOC,ORG,75,25,"Tartu abilinnapea Anto Ili ütleb , et endiselt on jõus kolme omavalitsuse otsus võõrandada ASi Tartu Raadi Lennujaam aktsiad .",101,106
raadi,LOC,ORG,75,25,AS Tartu Raadi Lennujaam on lennutegevuse alustamise minimaalseks maksumuseks rehkendanud 32 miljonit krooni .,9,14
raadi,LOC,ORG,75,25,"Mati Meose meelest tuleks Ülenurme ja Raadi lennujaam liita üheks äriühinguks , mis otsustaks Ülenurme kasutamise üle .",38,43
raadi,LOC,ORG,75,25,Raadi linnaosa on praegu vaikne ja rahulik .,0,5
raadi,LOC,ORG,75,25,ASi Tartu Raadi Lennujaam nõukogu esimees,10,15
raadi,LOC,ORG,75,25,Tartu Raadi Lennujaama ASi nõukogu ja Tartu Ülenurme lennuvälja nõukogu töötasid välja lennuvälja ületoomise kava ja ühistegevuse kava selle elluviimiseks .,6,11
raadi,LOC,ORG,75,25,"Et Tartu läheduses ei ole kämpinguid , rajataks neid Raadi järve ümbrusse .",53,58
raadi,LOC,ORG,75,25,"Pitching ' u tulemusel otsustas EFS anda arendustoetust noore rezhissööri Marko Raadi mängu- ja dokumentaalfilmi elemente ühendavale eksperimentaalfilmiideele “ Agent Sinikael ” ( 200 000 krooni , tootjaettevõte Suhkur Film ) ning Peeter Simmi - Toomas Raudami groteski kalduvale mustale komöödiale “ Head käed ” ( 150 000 krooni , tootja Allfilm ) .",80,85
raadi,LOC,ORG,75,25,Rongkäik Raadi lossi juurde oli ülev .,9,14
emü,ORG,O,75,25,NÕUKOGU DIREKTIIV 68/297 / EMÜ kommertsmootorsõidukite kütusepaakides oleva kütuse tollimaksuvaba riiki toomist käsitlevate sätete ühtlustamise kohta,27,30
emü,ORG,O,75,25,Käesoleva määruse kohaldamisel kinnitatakse määruse nr 136/66 / EMÜ artikli 37 alusel loodud komitee pädevus määrusega ( EMÜ ) nr 827/68 hõlmatud toodete osas .,64,67
emü,ORG,O,75,25,"võttes arvesse nõukogu 22. juuli 1991. aasta direktiivi 91/493 / EMÜ ( milles sätestatakse kalatoodete tootmise ja turuleviimise tervishoiunõuded , 1 viimati muudetud direktiiviga 95/71 / EÜ 2 ) järgimist , eriti selle artiklit 11 ,",65,68
emü,ORG,O,75,25,kalatoodete tervishoiukontrolli ja järelevalvet käsitlevate Côte d ' Ivoire ' i õigusaktide sätteid võib käsitada samaväärsetena direktiivi 91/493 / EMÜ sätetega ;,149,152
emü,ORG,O,75,25,direktiivi 91/493 / EMÜ artikli 11 lõike 4 punktis a osutatud veterinaarsertifikaadi saamise kord peab hõlmama samuti näidissertifikaadi määratlust ning sertifikaadi koostamisel kasutatavat keelt ( kasutatavaid keeli ) ja sellele alla kirjutama volitatud isiku kvalifikatsiooni käsitlevaid miinimumnõudeid ;,20,23
emü,ORG,O,75,25,"direktiivi 91/493 / EMÜ artikli 11 lõike 4 punkti b kohaselt tuleks kalatoodete pakenditele kinnitada tähis , kuhu on märgitud kolmanda riigi nimi ja päritoluettevõtte loanumber ;",20,23
emü,ORG,O,75,25,direktiivi 91/493 / EMÜ artikli 11 lõike 4 punkti c kohaselt tuleb koostada heakskiidetud ettevõtete loetelu ; kõnealune loetelu tuleb koostada MARA-DGRA poolt komisjonile esitatud teatise põhjal ; seepärast peab MARA-DGRA tagama direktiivi 91/493 / EMÜ artikli 11 lõike 4 vastavate sätete järgimise ;,20,23
emü,ORG,O,75,25,direktiivi 91/493 / EMÜ artikli 11 lõike 4 punkti c kohaselt tuleb koostada heakskiidetud ettevõtete loetelu ; kõnealune loetelu tuleb koostada MARA-DGRA poolt komisjonile esitatud teatise põhjal ; seepärast peab MARA-DGRA tagama direktiivi 91/493 / EMÜ artikli 11 lõike 4 vastavate sätete järgimise ;,250,253
emü,ORG,O,75,25,MARA-DGRA on andnud ametliku kinnituse direktiivi 91/493 / EMÜ lisa V peatükis sätestatud eeskirjade järgimise ja kõnealuses direktiivis sätestatud ettevõtete heakskiitmist käsitlevate nõuetega samaväärsete nõuete täitmise kohta ;,59,62
emü,ORG,O,75,25,1. on püütud ja käsitletud laevade pardal vastavalt direktiivis 92/48 / EMÜ sätestatud sanitaareeskirjadele ;,72,75
emü,ORG,O,75,25,"2. on lossitud , käsitletud ning vajaduse korral pakitud , valmistatud , töödeldud , külmutatud , sulatatud ja ladustatud hügieeniliselt vastavalt direktiivi 91/493 / EMÜ lisa II , III ja IV peatükis sätestatud nõuetele ;",167,170
emü,ORG,O,75,25,3. on läbinud sanitaarkontrollid vastavalt direktiivi 91/493 / EMÜ lisa V peatükile ;,63,66
emü,ORG,O,75,25,"4. on pakitud , märgistatud , ladustatud ja transporditud vastavalt direktiivi 91/493 / EMÜ lisa VI , VII ja VIII peatükile ;",88,91
emü,ORG,O,75,25,"6. on läbinud rahuldavalt teatavate kalatoodete kategooriate puhul direktiivis 91/493 / EMÜ ja selle rakendusotsustes sätestatud organoleptilised , parasitoloogilised , keemilised ja mikrobioloogilised kontrollid .",88,91
emü,ORG,O,75,25,"Allakirjutanud ametlik inspektor teatab , et on tutvunud direktiivide 91/493 / EMÜ ja 92/48 / EMÜ sätetega .",79,82
emü,ORG,O,75,25,"Allakirjutanud ametlik inspektor teatab , et on tutvunud direktiivide 91/493 / EMÜ ja 92/48 / EMÜ sätetega .",94,97
emü,ORG,O,75,25,"nõukogu 9. veebruari 1976. aasta direktiiv 76/207 / EMÜ meeste ja naiste võrdse kohtlemise põhimõtte rakendamise kohta seoses töö saamise , kutseõppe , edutamise ning töötingimustega , näeb artikli 1 lõikes 2 ette , et nõukogu võtab komisjoni ettepaneku põhjal vastu sätted , mis määratlevad kõnealuse põhimõtte sisu , ulatuse ja kohaldamise korra , selleks et tagada võrdse kohtlemise põhimõtte järkjärguline rakendamine sotsiaalkindlustuse valdkonnas ; nõukogu on selleks vastu võtnud 19. detsembri 1978. aasta direktiivi 79/7 / EMÜ meeste ja naiste võrdse kohtlemise põhimõtte järkjärgulise rakendamise kohta sotsiaalkindlustuse valdkonnas ;",52,55
emü,ORG,O,75,25,"nõukogu 9. veebruari 1976. aasta direktiiv 76/207 / EMÜ meeste ja naiste võrdse kohtlemise põhimõtte rakendamise kohta seoses töö saamise , kutseõppe , edutamise ning töötingimustega , näeb artikli 1 lõikes 2 ette , et nõukogu võtab komisjoni ettepaneku põhjal vastu sätted , mis määratlevad kõnealuse põhimõtte sisu , ulatuse ja kohaldamise korra , selleks et tagada võrdse kohtlemise põhimõtte järkjärguline rakendamine sotsiaalkindlustuse valdkonnas ; nõukogu on selleks vastu võtnud 19. detsembri 1978. aasta direktiivi 79/7 / EMÜ meeste ja naiste võrdse kohtlemise põhimõtte järkjärgulise rakendamise kohta sotsiaalkindlustuse valdkonnas ;",531,534
emü,ORG,O,75,25,"direktiivi 79/7 / EMÜ artikli 3 lõike 3 kohaselt võtab nõukogu komisjoni ettepaneku põhjal vastu sätted , mis määratlevad võrdse kohtlemise põhimõtte sisu , ulatuse ja kohaldamise korra , selleks et tagada kõnealuse põhimõtte rakendamine kutsealastes sotsiaalkindlustuskavades ;",18,21
emü,ORG,O,75,25,"võrdse kohtlemise põhimõtet tuleb rakendada kutsealastes sotsiaalkindlustuskavades , mis pakuvad kaitset direktiivi 79/7 / EMÜ artikli 3 lõikes 1 täpsustatud juhtudel , samuti muudes kindlustuskavades , mis näevad töötajatele ette muid tasumooduseid kas rahas või loonusena asutamislepingus määratletud tähenduses ;",123,126
emü,ORG,O,75,25,"Kutsealased sotsiaalkindlustuskavad on direktiiviga 79/7 / EMÜ reguleerimata kindlustuskavad , mille eesmärk on töötavatele isikutele , nii töötajatele kui ka füüsilisest isikust ettevõtjatele , ettevõtetes või ettevõtete grupis , majandustegevuse alal või kutsealases sektoris või selliste sektorite grupis anda toetusi , mis täiendavad või asendavad riiklike sotsiaalkindlustuskavade toetusi , olgu sellistes kavades liikmeksolemine kohustuslik või vabatahtlik .",59,62
emü,ORG,O,75,25,"võttes arvesse nõukogu 19. detsembri 1974. aasta määrust nr 3330/74 / EMÜ suhkruturu ühise korralduse kohta , viimati muudetud määrusega ( EMÜ ) nr 1396/78 , eriti selle artikli 8 lõiget 3 ,",70,73
emü,ORG,O,75,25,"1 Sellesse alamrubriiki kandmine toimub kooskõlas nõukogu 26. juuni 1990. aasta direktiiviga 90/427 / EMÜ zootehniliste ja genealoogiliste tingimuste kohta ühendusesisesel kauplemisel kabjalistega ( EÜT L 224 , 20.08.1990 , lk 55 ) .",102,105
emü,ORG,O,75,25,"võttes arvesse nõukogu 17. detsembri 1992. aasta direktiivi 92/118 / EMÜ , milles sätestatakse selliste toodete ühendusesisest kaubandust ja ühendusse importimist reguleerivad loomade ja inimeste terviseohutuse nõuded , mille suhtes ei kohaldata direktiivi 89/662 / EMÜ A lisa I peatükis ja nakkusetekitajate puhul direktiivis 90/425 / EMÜ osutatud ühenduse erieeskirjades sätestatud nõudeid , 1 viimati muudetud direktiiviga 96/90 / EÜ , 2 eriti selle artikli 10 lõike 2 punkti c ja lõike 3 punkti a ,",69,72
emü,ORG,O,75,25,"võttes arvesse nõukogu 17. detsembri 1992. aasta direktiivi 92/118 / EMÜ , milles sätestatakse selliste toodete ühendusesisest kaubandust ja ühendusse importimist reguleerivad loomade ja inimeste terviseohutuse nõuded , mille suhtes ei kohaldata direktiivi 89/662 / EMÜ A lisa I peatükis ja nakkusetekitajate puhul direktiivis 90/425 / EMÜ osutatud ühenduse erieeskirjades sätestatud nõudeid , 1 viimati muudetud direktiiviga 96/90 / EÜ , 2 eriti selle artikli 10 lõike 2 punkti c ja lõike 3 punkti a ,",336,339
emü,ORG,O,75,25,direktiivi 92/118 / EMÜ I lisa 4. peatükis sätestatakse nõukogu direktiivi 90/667 / EMÜ 3 ( muudetud direktiiviga 92/118 / EMÜ ) tähenduses madala riskiteguriga aineid sisaldava lemmikloomatoidu imporditingimused ;,20,23
emü,ORG,O,75,25,direktiivi 92/118 / EMÜ I lisa 4. peatükis sätestatakse nõukogu direktiivi 90/667 / EMÜ 3 ( muudetud direktiiviga 92/118 / EMÜ ) tähenduses madala riskiteguriga aineid sisaldava lemmikloomatoidu imporditingimused ;,84,87
emü,ORG,O,75,25,direktiivi 92/118 / EMÜ I lisa 4. peatükis sätestatakse nõukogu direktiivi 90/667 / EMÜ 3 ( muudetud direktiiviga 92/118 / EMÜ ) tähenduses madala riskiteguriga aineid sisaldava lemmikloomatoidu imporditingimused ;,123,126
emü,ORG,O,75,25,"- kui tooraine ei ole pärit imetajatelt , võib kasutada komisjoni otsuse 92/562 / EMÜ 9 lisas kirjeldatud süsteemi või süsteemide kombinatsiooni .",82,85
emü,ORG,O,75,25,"Neid süsteeme võib kasutada tingimusel , et protsessi käigus on kuu aja jooksul iga päev võetud proove ning protsess vastab nõukogu direktiivi 90/667 / EMÜ 10 II lisa III peatüki punktides 1 ja 2 sätestatud mikrobioloogilistele standarditele ;",152,155
emü,ORG,O,75,25,"on toodetud ettevõttes , mis on registreeritud ja heaks kiidetud vastavalt nõukogu direktiivile 90/667 / EMÜ ja komisjoni otsuse 97/199 / EÜ artiklile 2 , ning seda on kuumutatud :",105,108
emü,ORG,O,75,25,"- muudelt loomadelt kui imetajatelt pärit valgu puhul vastavalt komisjoni otsuse 92/562 / EMÜ ... peatükis sätestatud süsteemi kohaselt , 1",90,93
emü,ORG,O,75,25,"NÕUKOGU OTSUS , mis käsitleb Euroopa Majandusühenduse ja Islandi Vabariigi vahelist lepingut haridus- ja koolitusalase koostöö loomise kohta programmi Erasmus raames 28. oktoober 1991 ( 91/613 / EMÜ )",195,198
emü,ORG,O,75,25,"nõukogu võttis otsusega 87/327 / EMÜ , 3 muudetud otsusega 89/663 / EMÜ , 4 vastu üliõpilaste liikuvusega seotud Euroopa Ühenduse tegevuskava ( Erasmus ) ;",33,36
emü,ORG,O,75,25,"nõukogu võttis otsusega 87/327 / EMÜ , 3 muudetud otsusega 89/663 / EMÜ , 4 vastu üliõpilaste liikuvusega seotud Euroopa Ühenduse tegevuskava ( Erasmus ) ;",68,71
emü,ORG,O,75,25,"võttes arvesse nõukogu 23. juuli 1999. aasta määrust ( EMÜ ) nr 2658/87 tariifi- ja statistikanomenklatuuri ning ühise tollitariifistiku kohta , 1 viimati muudetud komisjoni määrusega ( EÜ ) nr 1835/2000 , 2 eriti selle artiklit 9 ,",55,58
emü,ORG,O,75,25,2 ) määrusega ( EMÜ ) nr 2658/87 kehtestati koondnomenklatuuri tõlgendamise üldeeskirjad .,16,19
emü,ORG,O,75,25,"4 ) on asjakohane , et siduva tariifiinformatsiooni valdaja võib vastavalt nõukogu 12. oktoobri 1992. aasta määruse ( EMÜ ) nr 2913/92 ( millega kehtestatakse ühenduse tolliseadustik , 3 viimati muudetud Euroopa Parlamendi ja nõukogu määrusega ( EÜ ) nr 955/1999 4 ) artikli 12 lõike 6 sätetele kolme kuu jooksul jätkuvalt tugineda sellisele liikmesriikide tolliasutuste antud siduvale tariifiinformatsioonile kaupade klassifitseerimise kohta koondnomenklatuuris , mis ei vasta käesoleva määrusega kehtestatud sätetele ;",118,121
emü,ORG,O,75,25,"Liikmesriikide tolliasutuste antud siduvat tariifiinformatsiooni , mis ei ole kooskõlas käesoleva määruse sätetega , võib vastavalt määruse ( EMÜ ) nr 2913/92 artikli 12 lõike 6 sätetele jätkuvalt kohaldada veel kolme kuu jooksul .",142,145
emü,ORG,O,75,25,NÕUKOGU MÄÄRUS ( EMÜ ) nr 2866/98,17,20
emü,ORG,O,75,25,"NÕUKOGU MÄÄRUS ( EMÜ ) nr 2530/80 , millega muudetakse määrust ( EMÜ ) nr 315/68 , millega määratakse kindlaks lillesibulate , juuremugulate ja varremugulate kvaliteedistandardid 30. september 1980",17,20
emü,ORG,O,75,25,"NÕUKOGU MÄÄRUS ( EMÜ ) nr 2530/80 , millega muudetakse määrust ( EMÜ ) nr 315/68 , millega määratakse kindlaks lillesibulate , juuremugulate ja varremugulate kvaliteedistandardid 30. september 1980",65,68
emü,ORG,O,75,25,"võttes arvesse nõukogu 27. veebruari 1968. aasta määrust ( EMÜ ) nr 234/68 elustaimede ja lillekasvatustoodete turu ühise korralduse kehtestamise kohta , 1 eriti selle artiklit 3 ,",59,62
emü,ORG,O,75,25,"nõukogu 12. märtsi 1968. aasta määruse ( EMÜ ) nr 315/68 ( millega määratakse kindlaks lillesibulate , juuremugulate ja varremugulate kvaliteedistandardid , 2 viimati muudetud määrusega ( EMÜ ) nr 338/77 3 ) lisas kehtestatakse sätted suuruse järgi jaotamise kohta ; need sätted ei hõlma tooteid Allium neapolitanum , Ixia , Eranthis cilicica ja hiemalis , Fritillaria meleagris ja selle kultivare ja hübriide , ning Sparaxis tricolor ja selle kultivare ja hübriide ; kvaliteedistandardite eesmärgi paremaks saavutamiseks tuleks need tooted lisada kõnealusesse lisasse ;",41,44
emü,ORG,O,75,25,"nõukogu 12. märtsi 1968. aasta määruse ( EMÜ ) nr 315/68 ( millega määratakse kindlaks lillesibulate , juuremugulate ja varremugulate kvaliteedistandardid , 2 viimati muudetud määrusega ( EMÜ ) nr 338/77 3 ) lisas kehtestatakse sätted suuruse järgi jaotamise kohta ; need sätted ei hõlma tooteid Allium neapolitanum , Ixia , Eranthis cilicica ja hiemalis , Fritillaria meleagris ja selle kultivare ja hübriide , ning Sparaxis tricolor ja selle kultivare ja hübriide ; kvaliteedistandardite eesmärgi paremaks saavutamiseks tuleks need tooted lisada kõnealusesse lisasse ;",188,191
emü,ORG,O,75,25,Käesolevas määruses loetletud tooted ja nendega seotud sätted lisatakse tähestiku järgi määruse ( EMÜ ) nr 315/68 lisa III jao tabelisse .,98,101
emü,ORG,O,75,25,"KOMISJONI MÄÄRUS ( EMÜ ) nr 2989/92 ,",19,22
emü,ORG,O,75,25,"võttes arvesse nõukogu 16. detsembri 1991. aasta määrust ( EMÜ ) nr 3763/91 , millega seoses teatavate põllumajandustoodetega kehtestatakse Prantsuse ülemeredepartemangude kasuks erimeetmed , eriti selle artikli 5 lõiget 4 ,",59,62
emü,ORG,O,75,25,"võttes arvesse nõukogu 11. juuni 1985. aasta määrust ( EMÜ ) nr 1676/85 ühises põllumajanduspoliitikas kohaldatava arvestusühiku väärtuse ja ümberarvestuskursside kohta , viimati muudetud määrusega ( EMÜ ) nr 2205/90 , eriti selle artiklit 12 ,",55,58
emü,ORG,O,75,25,"võttes arvesse nõukogu 11. juuni 1985. aasta määrust ( EMÜ ) nr 1676/85 ühises põllumajanduspoliitikas kohaldatava arvestusühiku väärtuse ja ümberarvestuskursside kohta , viimati muudetud määrusega ( EMÜ ) nr 2205/90 , eriti selle artiklit 12 ,",200,203
emü,ORG,O,75,25,"määruse ( EMÜ ) nr 3763/91 artikli 4 kohaldamiseks on sealihasektoris tarvis igaks aastapikkuseks kehtivusajaks määrata ühendusest pärit puhtatõuliste tõusigade arv , kelle eest antakse Prantsuse ülemeredepartemangude tootmisvõimsuse arendamiseks abi ;",10,13
emü,ORG,O,75,25,"teatavate põllumajandustoodete Prantsuse ülemeredepartemangudesse tarnimise üldised üksikasjalikud rakenduseeskirjad on sätestatud komisjoni määruses ( EMÜ ) nr 131/92 , viimati muudetud määrusega ( EMÜ ) nr 2132/92 ; kohane on sätestada täiendavad üksikasjalikud eeskirjad kooskõlas sealihasektoris kehtivate kaubandustavadega , pidades eriti silmas abisertifikaatide kehtivusaega ja tagatiste suurust , mis kindlustab ettevõtjate kohustuste täitmise ;",152,155
emü,ORG,O,75,25,"teatavate põllumajandustoodete Prantsuse ülemeredepartemangudesse tarnimise üldised üksikasjalikud rakenduseeskirjad on sätestatud komisjoni määruses ( EMÜ ) nr 131/92 , viimati muudetud määrusega ( EMÜ ) nr 2132/92 ; kohane on sätestada täiendavad üksikasjalikud eeskirjad kooskõlas sealihasektoris kehtivate kaubandustavadega , pidades eriti silmas abisertifikaatide kehtivusaega ja tagatiste suurust , mis kindlustab ettevõtjate kohustuste täitmise ;",199,202
emü,ORG,O,75,25,"määruse ( EMÜ ) nr 131/92 artikli 3 lõige 4 sätestab , et abi antakse summas , mis kehtib abisertifikaadi taotluse esitamise päeval ; seetõttu tuleks abi maksmiseks ja sertifikaaditagatise andmiseks sätestada ümberarvestuskurss , mis oleks sertifikaaditaotluse esitamise kuupäeval kehtiv ümberarvestuskurss ;",10,13
emü,ORG,O,75,25,"Määruse ( EMÜ ) nr 3763/91 artikli 4 lõikes 1 sätestatud abi ühendusest pärit puhtatõuliste tõusigade tarnimiseks Prantsuse ülemeredepartemangudesse , samuti loomade arv , kelle eest seda antakse , on kinnitatud lisas .",10,13
emü,ORG,O,75,25,Kohaldatakse määruse ( EMÜ ) nr 131/92 sätteid .,23,26
emü,ORG,O,75,25,"a ) annab määruse ( EMÜ ) nr 131/92 artikli 3 lõikes 1 nimetatud abisertifikaadi , ja",20,23
emü,ORG,O,75,25,KOMISJONI MÄÄRUS ( EMÜ ) nr 2627/93 suhkruroo kasvatamiseks antava kindlasummalise toetuse ja suhkruroo töötlemistoetuse kohta Madeiral 24. september 1993,19,22
emü,ORG,O,75,25,"võttes arvesse nõukogu 15. juuni 1992. aasta määrust ( EMÜ ) nr 1600/92 Assooride ja Madeira heaks teatavate põllumajandussaaduste ja -toodete suhtes kohaldatavate erimeetmete kohta , 1 viimati muudetud komisjoni määrusega ( EMÜ ) nr 1788/93 , 2 eriti selle artiklit 19 ,",55,58
emü,ORG,O,75,25,"võttes arvesse nõukogu 15. juuni 1992. aasta määrust ( EMÜ ) nr 1600/92 Assooride ja Madeira heaks teatavate põllumajandussaaduste ja -toodete suhtes kohaldatavate erimeetmete kohta , 1 viimati muudetud komisjoni määrusega ( EMÜ ) nr 1788/93 , 2 eriti selle artiklit 19 ,",225,228
emü,ORG,O,75,25,"ning arvestades , et : määruse ( EMÜ ) nr 1600/92 artikliga 17 nähakse ette , et suhkruroo kasvatamiseks antakse kindlasummalist hektaritoetust , kui Portugali ametiasutused esitavad istanduste parandamiseks ümberkorralduskava ; ühendus rahastab toetuse andmist 60 % osas toetuse saamise tingimustele vastavatest kulutustest , kui ametlik osalus on vähemalt 15 % ; kui nimetatud osalus on väiksem , vähendatakse vastavalt ka ühenduse toetust ;",33,36
emü,ORG,O,75,25,"määruse ( EMÜ ) nr 1600/92 artikliga 18 nähakse ette ühenduse toetus suhkruroo töötlemiseks suhkrusiirupiks või nõukogu 29. mai 1989. aasta määruse ( EMÜ ) nr 1576/89 ( millega kehtestatakse piiritusjookide määratlemise , kirjeldamise ja esitlemise üldeeskirjad , 3 muudetud määrusega ( EMÜ ) nr 3280/92 4 ) artikli 1 lõike 4 punkti a teises alapunktis määratletud rummiks ; kõnealust toetust makstakse suhkrusiirupi tootjale või destilleerijale tingimusel , et ta on suhkrurootootjale maksnud kindlaksmääratava miinimumhinna .",10,13
emü,ORG,O,75,25,"määruse ( EMÜ ) nr 1600/92 artikliga 18 nähakse ette ühenduse toetus suhkruroo töötlemiseks suhkrusiirupiks või nõukogu 29. mai 1989. aasta määruse ( EMÜ ) nr 1576/89 ( millega kehtestatakse piiritusjookide määratlemise , kirjeldamise ja esitlemise üldeeskirjad , 3 muudetud määrusega ( EMÜ ) nr 3280/92 4 ) artikli 1 lõike 4 punkti a teises alapunktis määratletud rummiks ; kõnealust toetust makstakse suhkrusiirupi tootjale või destilleerijale tingimusel , et ta on suhkrurootootjale maksnud kindlaksmääratava miinimumhinna .",150,153
emü,ORG,O,75,25,"määruse ( EMÜ ) nr 1600/92 artikliga 18 nähakse ette ühenduse toetus suhkruroo töötlemiseks suhkrusiirupiks või nõukogu 29. mai 1989. aasta määruse ( EMÜ ) nr 1576/89 ( millega kehtestatakse piiritusjookide määratlemise , kirjeldamise ja esitlemise üldeeskirjad , 3 muudetud määrusega ( EMÜ ) nr 3280/92 4 ) artikli 1 lõike 4 punkti a teises alapunktis määratletud rummiks ; kõnealust toetust makstakse suhkrusiirupi tootjale või destilleerijale tingimusel , et ta on suhkrurootootjale maksnud kindlaksmääratava miinimumhinna .",287,290
emü,ORG,O,75,25,"iga ettenähtud meetme jaoks tuleks kehtestada rakendusjuht ; tuleks teha asjakohased täiendused komisjoni 30. juuni 1993. aasta määrusele ( EMÜ ) nr 1713/93 , millega kehtestatakse üksikasjalikud erieeskirjad põllumajandusliku ümberarvestuskursi kohaldamiseks suhkrusektoris 5 ;",140,143
emü,ORG,O,75,25,"Määruse ( EMÜ ) nr 1600/92 artiklis 17 osutatud ümberkorralduskava kohaselt maksab Portugal üksiktootjatele , tootjarühmadele või -ühendustele vastavalt käesoleva määruse tingimustele ja kuni kava viienda kohaldamisaastani toetust suhkruroo istutamise , ümberistutamise ja niisutustööde eest .",10,13
emü,ORG,O,75,25,"Vastavalt määruse ( EMÜ ) nr 1600/92 artiklile 18 makstakse toetust suhkruroo otseseks töötlemiseks suhkrusiirupiks või rummiks käesoleva määruse tingimuste kohaselt suhkrusiirupi tootjale või destilleerijale , kelle vahendid asuvad Madeira saarel .",20,23
emü,ORG,O,75,25,"Määruse ( EMÜ ) nr 1600/92 artikli 18 lõikes 1 osutatud miinimumhind on hind , mille Madeira autonoomse piirkonna valitsus kinnitab igal aastal pärast suhkruroo tootjatega ja kõnealusest tootest melassi ja rummi töölevate tööstustega konsulteerimist .",10,13
emü,ORG,O,75,25,"Kui koguste summa , mille eest toetust taotletakse , on antud kalendriaastal suurem kõnealuse toetuse jaoks määruse ( EMÜ ) nr 1600/92 artikli 18 lõikes 2 kindlaksmääratud kogustest , kohaldatakse iga toetuse taotluse suhtes standardset vähendusprotsenti .",118,121
emü,ORG,O,75,25,Määruse ( EMÜ ) nr 1713/93 lisa muudetakse vastavalt käesoleva määruse lisale .,10,13
emü,ORG,O,75,25,Määruse ( EMÜ ) nr 1713/93 lisa punkti XVI lisatakse järgnev :,10,13
emü,ORG,O,75,25,"“ f ) Määruse ( EMÜ ) nr 1600/92 artiklis 17 ettenähtud Kohaldatakse kurssi , mis kehtib selle",16,19
emü,ORG,O,75,25,"g ) Määruse ( EMÜ ) nr 1600/92 artiklis 18 ettenähtud Kohaldatakse kurssi , mis kehtib päeval , mil",14,17
emü,ORG,O,75,25,Nõukogu määrus ( EMÜ ) nr 234/79,17,20
emü,ORG,O,75,25,"võttes arvesse nõukogu 28. juuni 1968. aasta määrust ( EMÜ ) nr 827/68 asutamislepingu II lisas loetletud teatavate toodete ühise turukorralduse kohta , viimati muudetud määrusega ( EMÜ ) nr 1117/78 , eriti selle artiklit 6 ,",55,58
emü,ORG,O,75,25,"võttes arvesse nõukogu 28. juuni 1968. aasta määrust ( EMÜ ) nr 827/68 asutamislepingu II lisas loetletud teatavate toodete ühise turukorralduse kohta , viimati muudetud määrusega ( EMÜ ) nr 1117/78 , eriti selle artiklit 6 ,",182,185
emü,ORG,O,75,25,"selliste eeskirjade puudumise tõttu tuleks vastavalt täiendada nõukogu 26. oktoobri 1971. aasta määrust ( EMÜ ) nr 2358/71 ( seemneturu ühise korralduse kohta ) , viimati muudetud määrusega ( EMÜ ) nr 1346/78 ja nõukogu 18. mai 1972. aasta määrust ( EMÜ ) nr 1035/72 ( puu- ja köögiviljaturu ühise korralduse kohta ) , viimati muudetud määrusega ( EMÜ ) nr 1766/78 ;",106,109
